TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
268977	Ltbp1 (latent transforming growth factor beta binding protein 1)	0.00153092467854071	-6.48188336107352	1	1	0.04	25	16330	3486	IGFBP3	IGFBP3
823923	EB1a (microtubule end binding protein EB1A)	0.00153092467854071	-6.48188336107352	1	1	0.04	25	16330	667	DST	DST
7018	TF (transferrin)	0.00169361869338822	-6.38088780054026	40	2	0.08	25	16330	3489,3486	IGFBP6,IGFBP3	IGFBP6,IGFBP3
2147	F2 (coagulation factor II, thrombin)	0.00204637265598872	-6.19168648923605	44	2	0.08	25	16330	3486,7057	IGFBP3,THBS1	IGFBP3,THBS1
7057	THBS1 (thrombospondin 1)	0.00223470598913716	-6.10364560805436	46	2	0.08	25	16330	4982,7130	TNFRSF11B,TNFAIP6	TNFRSF11B,TNFAIP6
3690	ITGB3 (integrin subunit beta 3)	0.00233184140648542	-6.06109702031705	47	2	0.08	25	16330	7052,7057	TGM2,THBS1	TGM2,THBS1
1277	COL1A1 (collagen type I alpha 1 chain)	0.00284697500258008	-5.8614982509917	52	2	0.08	25	16330	3486,7057	IGFBP3,THBS1	IGFBP3,THBS1
7032	TFF2 (trefoil factor 2)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	7032	TFF2	TFF2
1088	CEACAM8 (carcinoembryonic antigen related cell adhesion molecule 8)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	4680	CEACAM6	CEACAM6
284276	LINC00908 (long intergenic non-protein coding RNA 908)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	11030	RBPMS	RBPMS
254251	LCORL (ligand dependent nuclear receptor corepressor like)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	4105	MAGEA6	MAGEA6
142937	LOC142937 (uncharacterized protein BC008131)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	11030	RBPMS	RBPMS
166863	RBM46 (RNA binding motif protein 46)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	11030	RBPMS	RBPMS
1087	CEACAM7 (carcinoembryonic antigen related cell adhesion molecule 7)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	4680	CEACAM6	CEACAM6
9607	CARTPT (CART prepropeptide)	0.00305959923810757	-5.7894713395336	2	1	0.04	25	16330	4680	CEACAM6	CEACAM6
1509	CTSD (cathepsin D)	0.00352918279581992	-5.64668893743838	58	2	0.08	25	16330	481,3486	ATP1B1,IGFBP3	ATP1B1,IGFBP3
5340	PLG (plasminogen)	0.00441184968754811	-5.42346124717666	65	2	0.08	25	16330	3486,7057	IGFBP3,THBS1	IGFBP3,THBS1
84173	ELMOD3 (ELMO domain containing 3)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	4105	MAGEA6	MAGEA6
255193	CSNK1G2-AS1 (CSNK1G2 antisense RNA 1)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	11030	RBPMS	RBPMS
11136	SLC7A9 (solute carrier family 7 member 9)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	7052	TGM2	TGM2
337963	KRTAP23-1 (keratin associated protein 23-1)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	11030	RBPMS	RBPMS
125144	LRRC75A-AS1 (LRRC75A antisense RNA 1)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	11030	RBPMS	RBPMS
124149	ANKRD26P1 (ankyrin repeat domain 26 pseudogene 1)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	4105	MAGEA6	MAGEA6
22844	FRMPD1 (FERM and PDZ domain containing 1)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	4105	MAGEA6	MAGEA6
7130	TNFAIP6 (TNF alpha induced protein 6)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	7057	THBS1	THBS1
83417	FCRL4 (Fc receptor like 4)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	7032	TFF2	TFF2
391104	VHLL (von Hippel-Lindau tumor suppressor like)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	11030	RBPMS	RBPMS
148413	LOC148413 (uncharacterized LOC148413)	0.00458602684828113	-5.38474124016297	3	1	0.04	25	16330	11030	RBPMS	RBPMS
2896	GRN (granulin precursor)	0.00568103759139655	-5.17062138839039	74	2	0.08	25	16330	6590,7052	SLPI,TGM2	SLPI,TGM2
3303	HSPA1A (heat shock protein family A (Hsp70) member 1A)	0.00607996499351933	-5.10275634066548	246	3	0.12	25	16330	2861,7052,3855	GPR37,TGM2,KRT7	GPR37,TGM2,KRT7
57523	NYNRIN (NYN domain and retroviral integrase containing)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	11030	RBPMS	RBPMS
83937	RASSF4 (Ras association domain family member 4)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	4105	MAGEA6	MAGEA6
23583	SMUG1 (single-strand-selective monofunctional uracil-DNA glycosylase 1)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	11030	RBPMS	RBPMS
84904	ARHGEF39 (Rho guanine nucleotide exchange factor 39)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	11030	RBPMS	RBPMS
342574	KRT27 (keratin 27)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	3855	KRT7	KRT7
5126	PCSK2 (proprotein convertase subtilisin/kexin type 2)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	6447	SCG5	SCG5
55365	TMEM176A (transmembrane protein 176A)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	7052	TGM2	TGM2
84591	Pick1 (protein interacting with PRKCA 1)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	2861	GPR37	GPR37
84536	LINC01547 (long intergenic non-protein coding RNA 1547)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	11030	RBPMS	RBPMS
57540	DISP3 (dispatched RND transporter family member 3)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	1048	CEACAM5	CEACAM5
64285	RHBDF1 (rhomboid 5 homolog 1)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	7039	TGFA	TGFA
1290	COL5A2 (collagen type V alpha 2 chain)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	7052	TGM2	TGM2
283551	LINC01588 (long intergenic non-protein coding RNA 1588)	0.00611021067439075	-5.09779402613271	4	1	0.04	25	16330	11030	RBPMS	RBPMS
55729	ATF7IP (activating transcription factor 7 interacting protein)	0.00645008859710469	-5.04366141228357	79	2	0.08	25	16330	5097,3855	PCDH1,KRT7	PCDH1,KRT7
9961	MVP (major vault protein)	0.00693307288533333	-4.97145214626393	82	2	0.08	25	16330	7052,11030	TGM2,RBPMS	TGM2,RBPMS
337879	KRTAP8-1 (keratin associated protein 8-1)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	11030	RBPMS	RBPMS
337974	KRTAP19-7 (keratin associated protein 19-7)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	11030	RBPMS	RBPMS
220164	DOK6 (docking protein 6)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	11030	RBPMS	RBPMS
149069	DCDC2B (doublecortin domain containing 2B)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	11030	RBPMS	RBPMS
2642	GCGR (glucagon receptor)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	7052	TGM2	TGM2
3483	IGFALS (insulin like growth factor binding protein acid labile subunit)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	3486	IGFBP3	IGFBP3
9247	GCM2 (glial cells missing homolog 2)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	11030	RBPMS	RBPMS
51316	PLAC8 (placenta specific 8)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	11030	RBPMS	RBPMS
1489	CTF1 (cardiotrophin 1)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	4105	MAGEA6	MAGEA6
60676	PAPPA2 (pappalysin 2)	0.00763215387771452	-4.87538518286507	5	1	0.04	25	16330	3486	IGFBP3	IGFBP3
5565	PRKAB2 (protein kinase AMP-activated non-catalytic subunit beta 2)	0.00883969668876287	-4.72850271414715	93	2	0.08	25	16330	667,11030	DST,RBPMS	DST,RBPMS
1990	CELA1 (chymotrypsin like elastase family member 1)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	5266	PI3	PI3
3805	KIR2DL4 (killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	11030	RBPMS	RBPMS
8572	PDLIM4 (PDZ and LIM domain 4)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	11030	RBPMS	RBPMS
8862	APLN (apelin)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	11030	RBPMS	RBPMS
167153	PAPD4 (poly(A) RNA polymerase D4, non-canonical)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	11030	RBPMS	RBPMS
92129	RIPPLY1 (ripply transcriptional repressor 1)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	11030	RBPMS	RBPMS
200523	TEX37 (testis expressed 37)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	11030	RBPMS	RBPMS
5645	PRSS2 (protease, serine 2)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	6590	SLPI	SLPI
10326	SIRPB1 (signal regulatory protein beta 1)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	11030	RBPMS	RBPMS
53822	FXYD7 (FXYD domain containing ion transport regulator 7)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	481	ATP1B1	ATP1B1
23821	Bace1 (beta-site APP cleaving enzyme 1)	0.00915185961433419	-4.6937981838052	6	1	0.04	25	16330	481	ATP1B1	ATP1B1
5062	PAK2 (p21 (RAC1) activated kinase 2)	0.00977548282246536	-4.62787778072794	98	2	0.08	25	16330	667,7052	DST,TGM2	DST,TGM2
5058	PAK1 (p21 (RAC1) activated kinase 1)	0.0105545947817162	-4.55119398953997	102	2	0.08	25	16330	7052,1999	TGM2,ELF3	TGM2,ELF3
4982	TNFRSF11B (TNF receptor superfamily member 11b)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	7057	THBS1	THBS1
11334	TUSC2 (tumor suppressor candidate 2)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
128977	C22orf39 (chromosome 22 open reading frame 39)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
10922	FASTK (Fas activated serine/threonine kinase)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
6911	TBX6 (T-box 6)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
1048	CEACAM5 (carcinoembryonic antigen related cell adhesion molecule 5)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	4680	CEACAM6	CEACAM6
2139	EYA2 (EYA transcriptional coactivator and phosphatase 2)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
26298	EHF (ETS homologous factor)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	1999	ELF3	ELF3
84058	WDR54 (WD repeat domain 54)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
196477	CCER1 (coiled-coil glutamate rich protein 1)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
1411	CRYBA1 (crystallin beta A1)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
201181	ZNF385C (zinc finger protein 385C)	0.0106693310374829	-4.54038191127752	7	1	0.04	25	16330	11030	RBPMS	RBPMS
3688	ITGB1 (integrin subunit beta 1)	0.0111564928437891	-4.49573363272862	105	2	0.08	25	16330	7052,7057	TGM2,THBS1	TGM2,THBS1
83719	YPEL3 (yippee like 3)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	11030	RBPMS	RBPMS
5348	FXYD1 (FXYD domain containing ion transport regulator 1)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	481	ATP1B1	ATP1B1
3818	KLKB1 (kallikrein B1)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	3486	IGFBP3	IGFBP3
7289	TULP3 (tubby like protein 3)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	4105	MAGEA6	MAGEA6
57715	SEMA4G (semaphorin 4G)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	11030	RBPMS	RBPMS
56204	FAM214A (family with sequence similarity 214 member A)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	4105	MAGEA6	MAGEA6
64333	ARHGAP9 (Rho GTPase activating protein 9)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	11030	RBPMS	RBPMS
129807	NEU4 (neuraminidase 4)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	11030	RBPMS	RBPMS
1520	CTSS (cathepsin S)	0.0121845712951766	-4.40758477552131	8	1	0.04	25	16330	6590	SLPI	SLPI
57447	NDRG2 (NDRG family member 2)	0.0136975835310024	-4.29053584630402	9	1	0.04	25	16330	481	ATP1B1	ATP1B1
9949	AMMECR1 (Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1)	0.0136975835310024	-4.29053584630402	9	1	0.04	25	16330	11030	RBPMS	RBPMS
399947	C11orf87 (chromosome 11 open reading frame 87)	0.0136975835310024	-4.29053584630402	9	1	0.04	25	16330	11030	RBPMS	RBPMS
1448	CSN3 (casein kappa)	0.0136975835310024	-4.29053584630402	9	1	0.04	25	16330	11030	RBPMS	RBPMS
811	CALR (calreticulin)	0.0150759983978818	-4.1946513098467	123	2	0.08	25	16330	1999,7057	ELF3,THBS1	ELF3,THBS1
2483	FRG1 (FSHD region gene 1)	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	11030	RBPMS	RBPMS
51447	IP6K2 (inositol hexakisphosphate kinase 2)	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	11030	RBPMS	RBPMS
254173	TTLL10 (tubulin tyrosine ligase like 10)	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	11030	RBPMS	RBPMS
100506742	CASP12 (caspase 12 (gene/pseudogene))	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	4102	MAGEA3	MAGEA3
440915	POTEKP (POTE ankyrin domain family member K, pseudogene)	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	667	DST	DST
58493	INIP (INTS3 and NABP interacting protein)	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	11030	RBPMS	RBPMS
118738	ZNF488 (zinc finger protein 488)	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	11030	RBPMS	RBPMS
4014	LOR (loricrin)	0.0152083708856008	-4.18590928656045	10	1	0.04	25	16330	5266	PI3	PI3
799	CALCR (calcitonin receptor)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	7057	THBS1	THBS1
7075	TIE1 (tyrosine kinase with immunoglobulin like and EGF like domains 1)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	11030	RBPMS	RBPMS
84872	ZC3H10 (zinc finger CCCH-type containing 10)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	11030	RBPMS	RBPMS
81846	SBF2 (SET binding factor 2)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	11030	RBPMS	RBPMS
3888	KRT82 (keratin 82)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	1999	ELF3	ELF3
337972	KRTAP19-5 (keratin associated protein 19-5)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	11030	RBPMS	RBPMS
284680	SPATA46 (spermatogenesis associated 46)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	11030	RBPMS	RBPMS
27287	VENTX (VENT homeobox)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	11030	RBPMS	RBPMS
84688	C9orf24 (chromosome 9 open reading frame 24)	0.0167169364940932	-4.09133291215065	11	1	0.04	25	16330	11030	RBPMS	RBPMS
6449	SGTA (small glutamine rich tetratricopeptide repeat containing alpha)	0.0179725377364556	-4.01891036743086	135	2	0.08	25	16330	6590,7039	SLPI,TGFA	SLPI,TGFA
8038	ADAM12 (ADAM metallopeptidase domain 12)	0.0182232834875013	-4.0050551900223	12	1	0.04	25	16330	3486	IGFBP3	IGFBP3
1535	CYBA (cytochrome b-245 alpha chain)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	11030	RBPMS	RBPMS
84516	DCTN5 (dynactin subunit 5)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	11030	RBPMS	RBPMS
5333	PLCD1 (phospholipase C delta 1)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	7052	TGM2	TGM2
23623	RUSC1 (RUN and SH3 domain containing 1)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	11030	RBPMS	RBPMS
8741	TNFSF13 (tumor necrosis factor superfamily member 13)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	4982	TNFRSF11B	TNFRSF11B
3127	HLA-DRB5 (major histocompatibility complex, class II, DR beta 5)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	481	ATP1B1	ATP1B1
66037	BOLL (boule homolog, RNA binding protein)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	11030	RBPMS	RBPMS
1719	DHFR (dihydrofolate reductase)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	7057	THBS1	THBS1
57670	KIAA1549 (KIAA1549)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	667	DST	DST
22154	Tubb5 (tubulin, beta 5 class I)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	7057	THBS1	THBS1
22864	R3HDM2 (R3H domain containing 2)	0.0197274149930624	-3.92574598663616	13	1	0.04	25	16330	11030	RBPMS	RBPMS
18762	Prkcz (protein kinase C, zeta)	0.0212293341346425	-3.85237136811859	14	1	0.04	25	16330	667	DST	DST
11135	CDC42EP1 (CDC42 effector protein 1)	0.0212293341346425	-3.85237136811859	14	1	0.04	25	16330	11030	RBPMS	RBPMS
132158	GLYCTK (glycerate kinase)	0.0212293341346425	-3.85237136811859	14	1	0.04	25	16330	11030	RBPMS	RBPMS
104859	Tecpr2 (tectonin beta-propeller repeat containing 2)	0.0212293341346425	-3.85237136811859	14	1	0.04	25	16330	667	DST	DST
182	JAG1 (jagged 1)	0.0212293341346425	-3.85237136811859	14	1	0.04	25	16330	7057	THBS1	THBS1
1308	COL17A1 (collagen type XVII alpha 1 chain)	0.0212293341346425	-3.85237136811859	14	1	0.04	25	16330	667	DST	DST
10750	GRAP (GRB2-related adaptor protein)	0.0212293341346425	-3.85237136811859	14	1	0.04	25	16330	11030	RBPMS	RBPMS
145946	SPATA8 (spermatogenesis associated 8)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	11030	RBPMS	RBPMS
1281	COL3A1 (collagen type III alpha 1 chain)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	7057	THBS1	THBS1
1951	CELSR3 (cadherin EGF LAG seven-pass G-type receptor 3)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	667	DST	DST
51778	MYOZ2 (myozenin 2)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	11030	RBPMS	RBPMS
10570	DPYSL4 (dihydropyrimidinase like 4)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	11030	RBPMS	RBPMS
3125	HLA-DRB3 (major histocompatibility complex, class II, DR beta 3)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	481	ATP1B1	ATP1B1
197335	WDR90 (WD repeat domain 90)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	11030	RBPMS	RBPMS
283385	MORN3 (MORN repeat containing 3)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	4105	MAGEA6	MAGEA6
10169	SERF2 (small EDRK-rich factor 2)	0.0227290440299792	-3.78411169963613	15	1	0.04	25	16330	11030	RBPMS	RBPMS
20	ABCA2 (ATP binding cassette subfamily A member 2)	0.0242265477923422	-3.72030623088959	16	1	0.04	25	16330	5097	PCDH1	PCDH1
221830	TWISTNB (TWIST neighbor)	0.0242265477923422	-3.72030623088959	16	1	0.04	25	16330	7052	TGM2	TGM2
10489	LRRC41 (leucine rich repeat containing 41)	0.0242265477923422	-3.72030623088959	16	1	0.04	25	16330	11030	RBPMS	RBPMS
5710	PSMD4 (proteasome 26S subunit, non-ATPase 4)	0.0246943605644531	-3.70118037864517	160	2	0.08	25	16330	7052,7057	TGM2,THBS1	TGM2,THBS1
583	BBS2 (Bardet-Biedl syndrome 2)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	11030	RBPMS	RBPMS
9863	MAGI2 (membrane associated guanylate kinase, WW and PDZ domain containing 2)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	7039	TGFA	TGFA
7786	MAP3K12 (mitogen-activated protein kinase kinase kinase 12)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	7052	TGM2	TGM2
3273	HRG (histidine rich glycoprotein)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	7057	THBS1	THBS1
7039	TGFA (transforming growth factor alpha)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	7039	TGFA	TGFA
874	CBR3 (carbonyl reductase 3)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	1999	ELF3	ELF3
176	ACAN (aggrecan)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	7130	TNFAIP6	TNFAIP6
3577	CXCR1 (C-X-C motif chemokine receptor 1)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	2921	CXCL3	CXCL3
84300	UQCC2 (ubiquinol-cytochrome c reductase complex assembly factor 2)	0.0257218485342981	-3.66041451072186	17	1	0.04	25	16330	1048	CEACAM5	CEACAM5
3064	HTT (huntingtin)	0.0264395488073671	-3.63289432891857	166	2	0.08	25	16330	7052,4102	TGM2,MAGEA3	TGM2,MAGEA3
2335	FN1 (fibronectin 1)	0.0271293749611562	-3.60713819123662	761	4	0.16	25	16330	4982,7052,3486,7057	TNFRSF11B,TGM2,IGFBP3,THBS1	TNFRSF11B,TGM2,IGFBP3,THBS1
3075	CFH (complement factor H)	0.027214949361305	-3.60398884778831	18	1	0.04	25	16330	7057	THBS1	THBS1
4312	MMP1 (matrix metallopeptidase 1)	0.027214949361305	-3.60398884778831	18	1	0.04	25	16330	3486	IGFBP3	IGFBP3
116841	SNAP47 (synaptosome associated protein 47)	0.027214949361305	-3.60398884778831	18	1	0.04	25	16330	4105	MAGEA6	MAGEA6
9550	ATP6V1G1 (ATPase H+ transporting V1 subunit G1)	0.027214949361305	-3.60398884778831	18	1	0.04	25	16330	4105	MAGEA6	MAGEA6
10221	TRIB1 (tribbles pseudokinase 1)	0.027214949361305	-3.60398884778831	18	1	0.04	25	16330	5097	PCDH1	PCDH1
3488	IGFBP5 (insulin like growth factor binding protein 5)	0.027214949361305	-3.60398884778831	18	1	0.04	25	16330	7057	THBS1	THBS1
7035	TFPI (tissue factor pathway inhibitor)	0.027214949361305	-3.60398884778831	18	1	0.04	25	16330	7057	THBS1	THBS1
